rule_chain,node_name,node_type,status,output_field,source_fields,source_params,tinyexpr,tinyexpr_suggested,multi_output_sibling_fields,reason,original_code
Reportes,Reporte,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"return {msg: msg, metadata: metadata, msgType: msgType};"
Root Migration,Switch device type,TbJsSwitchNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","function nextRelation(metadata, msg) {
    if (msgType === 'POST_TELEMETRY_REQUEST') {
        var relation = ['other'];
        switch (metadata.deviceType) {
            case 'piezometer':
            case 'settlement-cell':
            case 'big_house':
                relation = ['piezometer_and_settlement_cell_v1'];
                break;
            case 'piezometer_equation':
                relation = ['piezometer_and_settlement_cell_v2'];
                break;
            case 'casagrande':
            case 'piez_level':
                relation = ['casagrande'];
                break;
            case 'SettlementCellDP':
                relation = ['settlement_cell_only'];
                break;
            case 'accelerograph':
                relation = ['accelerograph'];
                break;
            case 'weatherstation':
            case 'pluviometer':
                relation = ['weatherstation_and_pluviometer'];
                break;
            case 'hydrometric':
                relation = ['hydrometric'];
                break;
            case 'extensometer':
                relation = ['extensometer'];
                break;
            case 'tiltmeter':
                relation = ['tiltmeter'];
                break;
            case 'inplace':
                relation = ['tiltmeter_inplace'];
                break;
            case 'inclinacion':
                relation = ['inclinacion'];
                break;
            case 'prisma':
                relation = ['prism_v2'];
                break;
            case 'tilmiter_boro':
                relation = ['tilmiter_boro'];
                break;
            case 'prism':
                relation = ['prism_v1'];
                if (msg.dispositivo === 'B3') {
                    relation = ['prism_v1_b3'];
                }
                break;
            case 'boya':
                relation = ['boya'];
                break;
            case 'level':
                relation = ['level'];
                break;
            case 'ph':
                relation = ['ph'];
                break;
            case 'ManualLogger':
                relation = ['manual_logger'];
                break;
            case 'asentamiento':
                relation = ['asentamiento'];
                break;
            case 'test':
                relation = ['test'];
                break;
            case 'celdas_cuajone':
                relation = ['celdas_cuajone'];
                break;
            default:
                break;
        }
        return relation;
    }
}
return nextRelation(metadata, msg);"
SOIL,TransformaLitros,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg[""VWC_100cmLitrosHorario""] = (msg[""VWC_100cm""] !== null && msg[""VWC_100cm""] !== undefined) ? msg[""VWC_100cm""] * 0.0128 * 1000 : 0;
msg[""VWC_75cmLitrosHorario""] = (msg[""VWC_75cm""] !== null && msg[""VWC_75cm""] !== undefined) ? msg[""VWC_75cm""] * 0.075 * 1000 : 0;
msg[""VWC_60cmLitrosHorario""] = (msg[""VWC_60cm""] !== null && msg[""VWC_60cm""] !== undefined) ? msg[""VWC_60cm""] * 0.05 * 1000 : 0;
msg[""VWC_50cmLitrosHorario""] = (msg[""VWC_50cm""] !== null && msg[""VWC_50cm""] !== undefined) ? msg[""VWC_50cm""] * 0.05 * 1000 : 0;
msg[""VWC_40cmLitrosHorario""] = (msg[""VWC_40cm""] !== null && msg[""VWC_40cm""] !== undefined) ? msg[""VWC_40cm""] * 0.05 * 1000 : 0;
msg[""VWC_30cmLitrosHorario""] = (msg[""VWC_30cm""] !== null && msg[""VWC_30cm""] !== undefined) ? msg[""VWC_30cm""] * 0.05 * 1000 : 0;
msg[""VWC_20cmLitrosHorario""] = (msg[""VWC_20cm""] !== null && msg[""VWC_20cm""] !== undefined) ? msg[""VWC_20cm""] * 0.05 * 1000 : 0;
msg[""VWC_10cmLitrosHorario""] = (msg[""VWC_10cm""] !== null && msg[""VWC_10cm""] !== undefined) ? msg[""VWC_10cm""] * 0.025 * 1000 : 0;
msg[""VWC_5cmLitrosHorario""] = (msg[""VWC_5cm""] !== null && msg[""VWC_5cm""] !== undefined) ? msg[""VWC_5cm""] * 0.025 * 1000 : 0;
msg['VWCSumaHoraria'] = 
    (msg[""VWC_100cmLitrosHorario""] || 0) + 
    (msg[""VWC_75cmLitrosHorario""] || 0) + 
    (msg[""VWC_60cmLitrosHorario""] || 0) + 
    (msg[""VWC_50cmLitrosHorario""] || 0) + 
    (msg[""VWC_40cmLitrosHorario""] || 0) + 
    (msg[""VWC_30cmLitrosHorario""] || 0) + 
    (msg[""VWC_20cmLitrosHorario""] || 0) + 
    (msg[""VWC_10cmLitrosHorario""] || 0) + 
    (msg[""VWC_5cmLitrosHorario""] || 0);
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Asigna,TbTransformMsgNode,needs_manual_review,ALT,,,,,"MCA,cota_superficie,nivel_alerta,nivel_peligro,z",quedó un token no traducido tras limpiar funciones/campos/parámetros conocidos: residual='msg.ElevaciónFinal' (expresión original: 'msg.ElevaciónFinal'),"//Se corrige valor de Z, porque para Brocal siempre se consideró el asentamiento positivo
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
msg.z= msg.z + offset;
msg.MCA= msg.z;
msg.ElevaciónFinal = altitud - Math.abs(msg.z);
msg.ALT = msg.ElevaciónFinal;

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Asigna,TbTransformMsgNode,translated,MCA,,shared_offset,(z + (shared_offset)),,"ALT,cota_superficie,nivel_alerta,nivel_peligro,z",,"//Se corrige valor de Z, porque para Brocal siempre se consideró el asentamiento positivo
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
msg.z= msg.z + offset;
msg.MCA= msg.z;
msg.ElevaciónFinal = altitud - Math.abs(msg.z);
msg.ALT = msg.ElevaciónFinal;

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Asigna,TbTransformMsgNode,translated,cota_superficie,,shared_cota_superficie,shared_cota_superficie,,"ALT,MCA,nivel_alerta,nivel_peligro,z",,"//Se corrige valor de Z, porque para Brocal siempre se consideró el asentamiento positivo
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
msg.z= msg.z + offset;
msg.MCA= msg.z;
msg.ElevaciónFinal = altitud - Math.abs(msg.z);
msg.ALT = msg.ElevaciónFinal;

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Asigna,TbTransformMsgNode,translated,nivel_alerta,,shared_nivel_alerta,shared_nivel_alerta,,"ALT,MCA,cota_superficie,nivel_peligro,z",,"//Se corrige valor de Z, porque para Brocal siempre se consideró el asentamiento positivo
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
msg.z= msg.z + offset;
msg.MCA= msg.z;
msg.ElevaciónFinal = altitud - Math.abs(msg.z);
msg.ALT = msg.ElevaciónFinal;

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Asigna,TbTransformMsgNode,translated,nivel_peligro,,shared_nivel_peligro,shared_nivel_peligro,,"ALT,MCA,cota_superficie,nivel_alerta,z",,"//Se corrige valor de Z, porque para Brocal siempre se consideró el asentamiento positivo
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
msg.z= msg.z + offset;
msg.MCA= msg.z;
msg.ElevaciónFinal = altitud - Math.abs(msg.z);
msg.ALT = msg.ElevaciónFinal;

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Asigna,TbTransformMsgNode,translated,z,,shared_offset,z + (shared_offset),,"ALT,MCA,cota_superficie,nivel_alerta,nivel_peligro",,"//Se corrige valor de Z, porque para Brocal siempre se consideró el asentamiento positivo
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
msg.z= msg.z + offset;
msg.MCA= msg.z;
msg.ElevaciónFinal = altitud - Math.abs(msg.z);
msg.ALT = msg.ElevaciónFinal;

msg.cota_superficie=metadata.shared_cota_superficie;
msg.nivel_alerta=metadata.shared_nivel_alerta;
msg.nivel_peligro=metadata.shared_nivel_peligro;
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Battery Validation,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (typeof msg.BattNode !== 'undefined') {
    return msg.BattNode > 0;
} else {
    return true;
}"
SettlementCellRC,Convert Frequency if exist,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","if (msg.hasOwnProperty('Freq')) {
    if (metadata.shared_unidad_freq == 'hertz') {
        var freq = parseFloat(msg.Freq);
        msg.Freq = parseFloat(Math.pow(freq, 2) / 1000);
    }
}
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Convert Temperature if exist,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","if (msg.hasOwnProperty('Temp')) {
    if (metadata.shared_unidad_temp == 'ohm') {
        var C0 = 1.40503E-03;
        var C1 = 2.36939E-04;
        var C3 = 1.01266E-07;
        var temp = parseFloat(msg.Temp);
        var tempLog = Math.log(temp);
        msg.Temp = parseFloat(1 / (C3 * Math.pow(tempLog, 3) + C1 * tempLog + C0) - 273.15);
    }
}
return { msg: msg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Copy of Original Data,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","msg.oriFreq = parseFloat(msg.Freq);
msg.oriTemp = parseFloat(msg.Temp);
if (isNaN(msg.oriFreq)) {
    msg.oriFreq = 'NaN';
}
if (isNaN(msg.oriTemp)) {
    msg.oriTemp = 'NaN';
}
return {msg: msg, metadata: metadata, msgType: msgType};"
SettlementCellRC,Cuajone Linear RST,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var mpa_to_psi = 145.038;
var kpa_to_psi = 0.145038;
var psi_to_mca = 0.703089;
var unidad = metadata.shared_unidad; // PSI
var altitud = parseFloat(metadata.shared_altitud);
var mpa = parseFloat(msg.MPA); // En psi para celdas de asentamiento en Cuajone.
// Convertir a PSI:
if (unidad === 'KPA') {
    mpa = mpa * kpa_to_psi;
} else if (unidad === 'MPA') {
    mpa = mpa * mpa_to_psi;
}
msg.MPA = mpa;
msg.z = mpa * psi_to_mca;
if(msg.z <0)
{
    msg.z=0
}
msg.ElevacionFinal = altitud - msg.z;
msg.MCA = msg.z;
msg.ALT = msg.ElevacionFinal;
return { msg: msg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Extraer umbrales,TbTransformMsgNode,needs_manual_review,,,,,,,no se encontró ninguna asignación msg.<campo> = <expresión> reconocible,"var newMsg = {};
newMsg.umbral1 = metadata.ss_umbral1;
newMsg.umbral2 = metadata.ss_umbral2;
newMsg.umbral3 = metadata.ss_umbral3;
newMsg.umbral4 = metadata.ss_umbral4;
newMsg.umbral5 = metadata.ss_umbral5;
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Filter Equation,TbJsSwitchNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msgType === 'POST_TELEMETRY_REQUEST') {
    if (metadata.shared_equation == 'linear') {
        return ['linear'];
    } else if (metadata.shared_equation == 'linear_a') {
        return ['linear_a'];
    } else if (metadata.shared_equation == 'linear_b') {
        return ['linear_b'];
    } else if (metadata.shared_equation == 'linear_c') {
        return ['linear_c'];
    } else if (metadata.shared_equation == 'linear_c1') {
        return ['linear_c1'];
    } else if (metadata.shared_equation == 'linear_d') {
        return ['linear_d'];
    } else if (metadata.shared_equation == 'linear_e') {
        return ['linear_e'];
    } else if (metadata.shared_equation == 'linearRST') {
        return ['linearRST'];
    } else if (metadata.shared_equation == 'linearRSTCJ') {
        return ['linearRSTCJ'];
    } else if (metadata.shared_equation == 'linearSoilInstruments') {
        return ['linearSoilInstruments'];
    } else if (metadata.shared_equation == 'polinomial_a') {
        return ['polinomial_a'];
    } else if (metadata.shared_equation == 'polinomial_a1') {
        return ['polinomial_a1'];
    } else if (metadata.shared_equation == 'polinomial_a2') {
        return ['polinomial_a2'];
    } else if (metadata.shared_equation == 'polynomial_a3') {
        return ['polynomial_a3'];
    } else if (metadata.shared_equation == 'polynomial_a4') {
        return ['polynomial_a4'];
    } else if (metadata.shared_equation == 'polynomial_a5') {
        return ['polynomial_a5'];
    } else if (metadata.shared_equation == 'polinomial_comp') {
        return ['polinomial_comp'];
    } 
      else if (metadata.shared_equation == 'linear_a_prueba') {
        return ['linear_a_prueba'];
    }
    else {
        return ['default'];
    }
}"
SettlementCellRC,Formula lineal,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newMsg = {};
var deviceType = metadata.deviceType;
var unidad = metadata.shared_unidad;
var freq = parseFloat(msg.Freq);
var temp = parseFloat(msg.Temp);
var freqIni = parseFloat(metadata.shared_FreqIni);
var tempIni = parseFloat(metadata.shared_TempIni);
var tk = parseFloat(metadata.shared_tk);
var cf = parseFloat(metadata.shared_cf);
var altitud = parseFloat(metadata.shared_altitud);
var factor_conv_up_to_mca = parseFloat(metadata.shared_factor_conv_up_to_mca);
var kpa = 0.101972;
var mpa = 101.972;
var mca = 0;
newMsg.Temp = temp;
newMsg.Freq_original = freq;
newMsg.resul_freq = (freqIni - freq) * cf;
newMsg.resul_temp = (tempIni - temp) * tk;
newMsg.resul = newMsg.resul_freq - newMsg.resul_temp;
if (unidad === 'KPA') {
    if (isNaN(factor_conv_up_to_mca) || factor_conv_up_to_mca <= 0 || factor_conv_up_to_mca >= 1) {
        factor_conv_up_to_mca = kpa;
    }
} else if (unidad === 'MPA') {
    if (isNaN(factor_conv_up_to_mca) || factor_conv_up_to_mca <= 100) {
        factor_conv_up_to_mca = mpa;
    }
}
newMsg.MPA = newMsg.resul;
newMsg.Factor = factor_conv_up_to_mca;
newMsg.MCA = newMsg.MPA * factor_conv_up_to_mca;
if (newMsg.MCA > 0) {
    mca = newMsg.MCA;
}
newMsg.ALT_INSTALL = altitud;
if (deviceType === 'settlement-cell') {
    newMsg.ALT = newMsg.ALT_INSTALL - Math.abs(newMsg.MCA);
} else {
    newMsg.ALT = newMsg.ALT_INSTALL + mca;
}
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Formula lineal B,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newMsg = {};
var temp = parseFloat(msg.Temp);
var freq = parseFloat(msg.Freq);
var ts = Number(metadata.ts);
var freqIni = parseFloat(metadata.shared_FreqIni);
var tempIni = parseFloat(metadata.shared_TempIni);
var cf = parseFloat(metadata.shared_cf);
var tk = parseFloat(metadata.shared_tk);
var offset = parseFloat(metadata.shared_offset);
var offsetBunits = parseFloat(metadata.shared_offset_bunits);
var offsetBunitsStartTs = new Date(String(metadata.shared_offset_bunits_start_ts)).getTime();
var offsetBunitsEndTs = new Date(String(metadata.shared_offset_bunits_end_ts)).getTime();
var altitud = parseFloat(metadata.shared_altitud);
newMsg.Freq_original = freq;
newMsg.Temp = temp;
if (ts >= offsetBunitsStartTs && ts <= offsetBunitsEndTs) {
    newMsg.Freq = freq + offsetBunits;
    newMsg.resul_freq = (newMsg.Freq - freqIni) * cf;
} else {
    newMsg.Freq = freq;
    newMsg.resul_freq = (freq - freqIni) * cf;
}
newMsg.resul_temp = (temp - tempIni) * tk;
newMsg.result = newMsg.resul_freq + newMsg.resul_temp;
newMsg.MPA = newMsg.result;
newMsg.MCA = newMsg.MPA + offset;
newMsg.ALT_INSTALL = altitud;
newMsg.ALT = newMsg.ALT_INSTALL - Math.abs(newMsg.MCA);
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Formula polinomial A3,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newMsg = {};
var unidad = metadata.shared_unidad;
var freq = parseFloat(msg.Freq);
var temp = parseFloat(msg.Temp);
var freqIni = parseFloat(metadata.shared_FreqIni);
var paramA = parseFloat(metadata.shared_param_a);
var paramB = parseFloat(metadata.shared_param_b);
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
newMsg.Temp = temp;
newMsg.Freq = freq;
if (unidad === 'KPA') {
    newMsg.MPA = (paramA * Math.pow(freq, 2)) + (paramB * freq) - ((paramA * Math.pow(freqIni, 2)) + (paramB * freqIni));
    newMsg.MCA = newMsg.MPA * 0.101972;
}
if (unidad === 'MPA') {
    newMsg.MPA = ((paramA * Math.pow(freq, 2)) + (paramB * freq) - ((paramA * Math.pow(freqIni, 2)) + (paramB * freqIni))) / 1000;
    newMsg.MCA = newMsg.MPA * 101.972;
}
if (!isNaN(offset)) {
    newMsg.MCAOld = newMsg.MCA;
    newMsg.MCA = newMsg.MCA + offset;
}
newMsg.ALT_INSTALL = altitud;
newMsg.ALT = newMsg.ALT_INSTALL - Math.abs(newMsg.MCA);
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Formula polinomial A4,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newMsg = {};
var constante = 1;
var unidad = metadata.shared_unidad;
var freq = parseFloat(msg.Freq);
var temp = parseFloat(msg.Temp);
var offset = parseFloat(metadata.shared_offset);
var tempIni = parseFloat(metadata.shared_TempIni);
var paramA = parseFloat(metadata.shared_param_a);
var paramB = parseFloat(metadata.shared_param_b);
var paramC0 = parseFloat(metadata.shared_param_c0);
var tk = parseFloat(metadata.shared_tk);
var altitud = parseFloat(metadata.shared_altitud);
newMsg.Temp = temp;
newMsg.Freq = freq;
newMsg.MPA = (paramA * Math.pow(freq, 2)) + (paramB * freq) + paramC0 + (tk * (temp - tempIni));
if (unidad === 'KPA') {
    constante = 0.101974;
} else if (unidad === 'MPA') {
    constante = 101.974;
    newMsg.MPA = newMsg.MPA / 1000;
}
newMsg.MCA = newMsg.MPA * constante;
if (!isNaN(offset)) {
    newMsg.MCAOld = newMsg.MCA;
    newMsg.MCA = newMsg.MCA + offset;
}
newMsg.ALT_INSTALL = altitud;
newMsg.ALT = newMsg.ALT_INSTALL - newMsg.MCA;
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Formula polinomial A5,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var newMsg = {};
var constante = 0;
var unidad = metadata.shared_unidad;
var freq = parseFloat(msg.Freq);
var temp = parseFloat(msg.Temp);
var offset = parseFloat(metadata.shared_offset);
var tempIni = parseFloat(metadata.shared_TempIni);
var paramA = parseFloat(metadata.shared_param_a);
var paramB = parseFloat(metadata.shared_param_b);
var paramC = parseFloat(metadata.shared_param_c);
var tk = parseFloat(metadata.shared_tk);
var altitud = parseFloat(metadata.shared_altitud);
newMsg.Temp = temp;
newMsg.Freq = freq;
newMsg.MPA = (paramA * Math.pow(freq, 2)) + (paramB * freq) + paramC + (tk * (temp - tempIni)) + offset;
if (unidad === 'KPA') {
    constante = 0.101974;
} else if (unidad === 'MPA') {
    constante = 101.974;
}
newMsg.MCA = newMsg.MPA * constante;
newMsg.ALT_INSTALL = altitud;
newMsg.ALT = newMsg.ALT_INSTALL - newMsg.MCA;
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Freq Validation,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría","if (msg.Freq == 'NaN' || msg.oriFreq== ""NaN"") {
    return false;
} else {
    return true;
}"
SettlementCellRC,Fórmula lineal A,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","/*
PARTE DE FORMULA: G(R0 - Ri)
newMsg.resul_freq = ((parseFloat(metadata.shared_FreqIni) - parseFloat(Frecuencia)) * parseFloat(metadata.shared_cf));
*/
var newMsg = {};
var constante = 1;
var factor_unidad = 1;
var freq = parseFloat(msg.Freq);
var temp = parseFloat(msg.Temp);
var unidad = metadata.shared_unidad;
var freqIni = parseFloat(metadata.shared_FreqIni);
var tempIni = parseFloat(metadata.shared_TempIni);
var tk = parseFloat(metadata.shared_tk);
var cf = parseFloat(metadata.shared_cf);
var altitud = parseFloat(metadata.shared_altitud);
var offset = parseFloat(metadata.shared_offset);
newMsg.resul_freq = (freqIni - freq) * cf;
newMsg.resul_temp = (temp - tempIni) * tk;
newMsg.resul = newMsg.resul_freq + newMsg.resul_temp;
if (unidad === 'KPA') {
    constante = 101.972;
    factor_unidad = 0.001;
}
newMsg.MPA = newMsg.resul * factor_unidad;
newMsg.MCA_original = newMsg.MPA * constante;
newMsg.MCA = newMsg.MCA_original + offset;
newMsg.ALT_INSTALL = altitud;
newMsg.ALT = newMsg.ALT_INSTALL - newMsg.MCA;
return { msg: newMsg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Is AsentamientoPromDiario in message?,TbJsFilterNode,not_a_formula,,,,,,,"nodo de filtro/switch (compuerta booleana o enrutamiento), no calcula un valor de telemetría",return msg.hasOwnProperty('AsentamientoPromDiario');
SettlementCellRC,Linear RST,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","var unidad = metadata.shared_unidad;
var freq = parseFloat(msg.Freq);
var temp = parseFloat(msg.Temp);
var press = parseFloat(msg.Press);
var freqIni = parseFloat(metadata.shared_FreqIni);
var tempIni = parseFloat(metadata.shared_TempIni);
var pressIni = parseFloat(metadata.shared_PressIni);
var tk = parseFloat(metadata.shared_tk);
var cf = parseFloat(metadata.shared_cf);
var altitud = parseFloat(metadata.shared_altitud);
msg.z = (cf * (freqIni - freq)) - (tk * (tempIni - temp));
if (!isNaN(pressIni) && !isNaN(press) && (pressIni !== 0)) {
    // Se considera que press y pressIni están en mbar. El 0,1 convierte de mbar a KPa. El factor de conversión 0,0953 convierte de KPa a m.
    msg.z = msg.z - (0.0953 * 0.1 * (pressIni - press));
}
msg.MCA = msg.z;
msg.ElevaciónFinal = altitud - msg.z;
msg.ALT = msg.ElevaciónFinal;
return { msg: msg, metadata: metadata, msgType: msgType };"
SettlementCellRC,Linear Soil Instruments,TbTransformMsgNode,needs_manual_review,,,,,,,"contiene if/else o ternario -- tinyexpr no tiene control de flujo, requiere decisión manual de cómo modelarlo (o si corresponde partir en 2 fórmulas + alarma)","/*
Fórmula para Soil Instruments | Settlement Cell.
Pp = G(R0 - R1)
*/
var unidad = metadata.shared_unidad;
var freq = parseFloat(msg.Freq);
var freqIni = parseFloat(metadata.shared_FreqIni);
var cf = parseFloat(metadata.shared_cf);
var altitud = parseFloat(metadata.shared_altitud);
var factor_conv_up_to_mca = parseFloat(metadata.shared_factor_conv_up_to_mca);
var mpa = 101.974;
var kpa = 0.101974;
msg.MPA = cf * (freqIni - freq);
if (unidad === 'KPA') {
    if (isNaN(factor_conv_up_to_mca) || factor_conv_up_to_mca <= 0 || factor_conv_up_to_mca >= 1) {
        factor_conv_up_to_mca = kpa;
    }
} else if (unidad === 'MPA') {
    if (isNaN(factor_conv_up_to_mca) || factor_conv_up_to_mca <= 100) {
        factor_conv_up_to_mca = mpa;
    }
}
msg.Asentamiento = msg.MPA * factor_conv_up_to_mca;
msg.ElevacionFinal = altitud - msg.Asentamiento;
return { msg: msg, metadata: metadata, msgType: msgType };"
