Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia,Secuencia Import
Instalar base de datos PostgreSQL con replica y alta disponibilidad,Instalacion de PostgreSQL en VPS del datacenter con replica sincrona en segundo servidor y cambio automatico si el principal falla.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA,CRITICO",25,P2-M5-010,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-003,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,346
Configurar copias de seguridad continuas de la base de datos,Respaldos automaticos continuos de la base de datos que permiten recuperar informacion hasta 5 minutos antes de cualquier falla. Retencion de 30 dias de respaldos.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA,SEGURIDAD",19,P2-M5-011,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-010,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,347
Documentar procedimiento de recuperacion de base de datos ante fallos,Manual paso a paso para restaurar la base de datos a cualquier momento en el tiempo. Incluye pruebas periodicas para verificar que los respaldos funcionan correctamente.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA,DOCUMENTACION",15,P2-M5-012,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura, Soporte PMO — Analista Funcional y Documentador",R5,P2-M5-011,Media,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,348
Plan de recuperacion ante desastres (DRP): que hacer si todo falla,Plan completo para recuperar el sistema si ocurre un desastre: el sistema debe estar operativo en menos de 4 horas con perdida maxima de 5 minutos de datos. Incluye servidor secundario de respaldo.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"INFRAESTRUCTURA,SEGURIDAD,CRITICO",30,P2-M5-013,"SYS-Infraestructura, ARQ-Arquitecto TI / PMO",R5,P2-M5-010,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100,Agile — Desarrollo por Sprint,349
Crear procesos automaticos de limpieza y mantenimiento de la base de datos,"Tareas programadas que se ejecutan automaticamente para mantener la base de datos saludable: liberar espacio, reconstruir indices, eliminar datos temporales antiguos.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA",13,P2-M5-014,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-010,Media,Bajo,Infraestructura,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,350
Instalar sistema de monitoreo de servidores y servicios (Prometheus + Grafana),"Herramientas de vigilancia del estado de servidores, base de datos, aplicaciones y sensores. Pantallas graficas con alertas automaticas cuando algo falla.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INFRAESTRUCTURA,SENSORES",25,P2-M5-015,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-005,Alta,Medio,Infraestructura,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,351
Simulacro de falla: verificar que el sistema se recupera automaticamente,Pruebas controladas donde se apaga un servidor a proposito para verificar que el sistema cambia automaticamente al servidor de respaldo sin que los usuarios se vean afectados.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INFRAESTRUCTURA,PRUEBAS_CALIDAD,CRITICO",23,P2-M5-016,"SYS-Infraestructura, QA-Calidad (desde mes 2)",R5,P2-M5-013,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100,Agile — Desarrollo por Sprint,352
Optimizar velocidad de respuesta del servidor (afinamiento de rendimiento),Analizar donde el sistema tarda mas y optimizar esas partes. El objetivo es que el 99% de las operaciones respondan en menos de 100 milisegundos.,Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,PRUEBAS_CALIDAD",27,P2-M5-017,"BACKEND 1 — DBA / Arq. Datos y Core, QA-Calidad (desde mes 2)",R5,P1-M3-010,Alta,Medio,Backend,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,353
Optimizar consultas a la base de datos para respuestas mas rapidas,"Analizar las consultas mas lentas de la base de datos, crear indices y optimizar la estructura para que las busquedas y reportes se generen en segundos.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,DATOS,15,P2-M5-018,BACKEND 1 — DBA / Arq. Datos y Core,R5,P2-M5-010,Alta,Medio,Backend,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,354
Milestone: Infraestructura Productiva Lista,"Validación de infraestructura completa: HA, DR, monitoreo, CI/CD, seguridad.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"CRITICO,INFRAESTRUCTURA",8,P2-M5-019,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura",R5,P2-M5-016,Baja,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,94.3,Agile — Desarrollo por Sprint,355
BE2: API de reconocimiento facial biométrico (InsightFace endpoint),"Servicio para registro y verificacion de identidad facial: captura de rostro, extraccion de caracteristicas, comparacion con rostros registrados. Procesamiento con GPU local. Umbral configurable de similitud. Deteccion de intentos de fraude (fotos o videos falsos).",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SEGURIDAD",31,P2-M5-020,"BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R5,P1-M2-006,Alta,Alto,Backend,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,356
BE2: Detección de anomalías en streams de datos de sensores,"Motor de detección de anomalías sobre datos de telemetría en tiempo real: temperature spikes, pressure drops, vibración anormal. Algoritmos: Z-score, Isolation Forest, Moving Average. Genera alertas y triggers de notificación.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SENSORES,CRITICO",27,P2-M5-021,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R5,P1-M2-011,Alta,Alto,Backend,Desarrollo,S9-S13,Octubre,90,Agile — Desarrollo por Sprint,357
IA: Informe predictivo de fallas y eventos criticos en equipos de la mina,"Modelo de inteligencia artificial que analiza continuamente los datos de sensores (vibracion, temperatura, presion, desgaste) y predice fallas ANTES de que ocurran: 'La bomba #3 tiene 85% de probabilidad de fallar en las proximas 48 horas'. Genera informe predictivo automatico con recomendaciones de mantenimiento preventivo. Alerta al equipo de mantenimiento con 24-72 horas de anticipacion, evitando paradas no planificadas que cuestan miles de dolares.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SENSORES",51,IA-M09,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), QA-Calidad (desde mes 2)",R5,P2-M5-021,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,96.6,Agile — Desarrollo por Sprint,358
"IA: Revision integral automatica del informe (calidad, coherencia y completitud)","La IA revisa automaticamente cada informe antes de enviarlo a aprobacion y genera una calificacion de 0 a 100 con recomendaciones: verifica que todas las secciones obligatorias esten completas, que los datos numericos sean coherentes (no se contradigan entre secciones), que la redaccion sea clara y profesional, que cumpla con la plantilla correspondiente. Ahorra tiempo de revision al supervisor.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",31,P2-M5-022,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R5,P1-M4-026,Alta,Medio,IA,Desarrollo,S12-S13,Octubre,100,Agile — Desarrollo por Sprint,359
"IA: Corrector integral de documentos — verificacion de datos, referencias y formulas","Herramienta de IA que revisa la integridad completa del informe: verifica que las formulas y calculos sean correctos, que las referencias cruzadas entre secciones coincidan, que las unidades de medida sean consistentes (no mezclar kg con toneladas sin conversion), que las fechas y nombres mencionados existan en el sistema. Genera reporte de errores encontrados.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,DATOS",37,IA-M19,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R5,P2-M5-022,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,96.6,Agile — Desarrollo por Sprint,360
BE3: API Gateway externo con circuit breaker y rate limiting global,"Punto de acceso unico para todas las conexiones externas al sistema: control de acceso con claves de API, limitacion de peticiones por cliente, proteccion contra caidas de servicios externos (circuit breaker), registro de todas las operaciones, versionado de API (v1/v2).",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,SEGURIDAD,INFRAESTRUCTURA",24,P2-M5-023,BACKEND 3 — Integraciones,R5,P2-M5-005,Alta,Alto,Backend,Desarrollo,S9-S13,Octubre,97.8,Agile — Desarrollo por Sprint,361
IA: Convertir voz a texto para que el usuario dicte informes en espanol minero,"Servicio que permite al usuario dictar informes hablando en lugar de escribir: el usuario habla al microfono del dispositivo y el texto aparece en el editor en tiempo real. Optimizado para acento latinoamericano y vocabulario tecnico minero ('concentradora', 'molienda', 'relave'). Agrega puntuacion automatica. Respuesta en menos de 1 segundo por oracion.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,P2-M5-024,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R5,P1-M4-026,Alta,Alto,IA,Desarrollo,S12-S13,Octubre,100,Agile — Desarrollo por Sprint,362
IA: Dashboard de analytics predictivo de operaciones mineras,"Módulo de IA que analiza tendencias históricas de telemetría y genera predicciones: mantenimiento predictivo de equipos, estimación de producción, detección temprana de riesgos geotécnicos. Visualización con gráficos en el dashboard.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SENSORES,MAPAS",32,P2-M5-025,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R5,P2-M5-021,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,96.6,Agile — Desarrollo por Sprint,363
"Pruebas de estrés: 10,000 sensores simultáneos",Simulación de carga máxima con 10K conexiones concurrentes de sensores IoT.,Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,SENSORES,CRITICO",35,P2-M6-001,"QA-Calidad (desde mes 2), SYS-Infraestructura, BACKEND 1 — DBA / Arq. Datos y Core",R6,P2-M5-019,Alta,Alto,QA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,364
Pruebas de seguridad y penetración,"Pruebas profesionales de seguridad para intentar vulnerar el sistema: inyeccion de codigo, suplantacion de identidad, escalacion de permisos. Se verifica que el sistema resista todos los ataques conocidos.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"SEGURIDAD,PRUEBAS_CALIDAD,CRITICO",32,P2-M6-002,"BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), QA-Calidad (desde mes 2)",R6,P2-M5-006,Alta,Alto,QA,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,365
Simulacros de fallo y recuperación (DR drill),"Prueba real del plan de recuperacion ante desastres: se corta el servicio principal, se activa el servidor de respaldo, se verifica que todos los datos esten intactos.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"INFRAESTRUCTURA,PRUEBAS_CALIDAD,CRITICO",23,P2-M6-003,"SYS-Infraestructura, QA-Calidad (desde mes 2)",R6,P2-M5-013,Alta,Alto,QA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,366
Pruebas UAT con usuarios de operaciones mineras,"User Acceptance Testing con ingenieros de mina, supervisores y gerencia usando datos reales.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,EXPERIENCIA_USUARIO,CRITICO",40,P2-M6-004,"QA-Calidad (desde mes 2), FRONTEND 2 — UX y Soporte (desde mes 2), ARQ-Arquitecto TI / PMO",R6,P2-M6-001,Media,Alto,QA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,367
Ajuste fino de rendimiento post-pruebas,Correccion de los problemas de lentitud y errores detectados durante las pruebas de estres y las pruebas con usuarios reales.,Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"DATOS,INFRAESTRUCTURA",19,P2-M6-005,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R6,P2-M6-001,Alta,Medio,Backend,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,368
Entrenamiento del Reconocimiento Facial y Traducción de Voz,Fine-tuning de modelos de reconocimiento facial (InsightFace) y STT para español minero.,Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-02,2026-11-05,"INTELIGENCIA_ARTIFICIAL,CRITICO",29,P2-M6-006,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R6,,Alta,Alto,IA,Desarrollo,S12,Noviembre,100,Agile — Desarrollo por Sprint,369
Protección contra fraudes y controles de seguridad avanzada,"Implementación de detección de anomalías, rate limiting, honeypots y audit logging.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"SEGURIDAD,CRITICO",40,P2-M6-007,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R6,P2-M5-006,Alta,Alto,Backend,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,370
Documentación final: manuales de usuario y operación,"Manuales de usuario final, guías de operación, runbooks, documentación de API.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,DOCUMENTACION,32,P2-M6-008,"QA-Calidad (desde mes 2), ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R6,P2-M6-004,Media,Bajo,QA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,371
Marcha blanca con datos reales en unidad minera,Despliegue beta controlado en la mina: supervisores seleccionados usando el sistema en producción.,Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRODUCCION,CRITICO",38,P2-M6-009,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura, QA-Calidad (desde mes 2)",R6,P2-M6-004,Media,Alto,Arquitectura,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,372
Corrección de bugs de marcha blanca,Sprint de hotfixes para bugs detectados durante la marcha blanca.,Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"DATOS,PRODUCCION",28,P2-M6-010,"BACKEND 1 — DBA / Arq. Datos y Core, FRONTEND 1 — Interfaces (mes 1 al 6), BACKEND 3 — Integraciones",R6,P2-M6-009,Media,Alto,Backend,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,373
Aprobación gerencial y firma de aceptación,"Presentación ejecutiva de resultados, métricas de calidad y firma de aceptación formal.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRODUCCION,CRITICO,DOCUMENTACION",8,P2-M6-011,ARQ-Arquitecto TI / PMO,R6,P2-M6-009,Baja,Alto,Arquitectura,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,374
Informe ejecutivo de cierre y lecciones aprendidas del proyecto,"Documento ejecutivo de cierre: logros vs SOW, lecciones aprendidas, recomendaciones para operación, riesgos residuales y plan de soporte post-GoLive. Presentación a Gerencia TI y Gerencia Minera.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION,PRODUCCION",32,ARQ-G11,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R6,P2-M6-011,Baja,Medio,Arquitectura,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,375
Pase a producción global (Hard-Launch LATAM),"Lanzamiento oficial del sistema en produccion: cambio de direccion web al nuevo servidor, desactivacion del sistema antiguo, vigilancia activa 24/7.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRODUCCION,CRITICO",16,P2-M6-012,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura",R6,P2-M6-011,Media,Alto,Infraestructura,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,376
Transferencia formal del sistema a operaciones TI del cliente,"Handover estructurado: runbooks, accesos, diagramas as-built, contactos proveedores datacenter Lima, sesión de transferencia con equipo operativo del cliente y acta de recepción firmada.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"GESTION_PROYECTO,PRODUCCION,SOPORTE",38,ARQ-G13,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura, Soporte PMO — Analista Funcional y Documentador",R6,P2-M6-012,Media,Alto,Arquitectura,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,377
Seguimiento KPIs y estabilización post-GoLive (primera quincena),"Monitoreo diario de indicadores post-lanzamiento: disponibilidad, errores críticos, tickets de soporte, adopción de usuarios. Reporte ejecutivo a Gerencia y plan de acción correctiva.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,PRODUCCION,GERENCIA",24,ARQ-G14,ARQ-Arquitecto TI / PMO,R6,P2-M6-012,Baja,Medio,Arquitectura,Desarrollo,S13,Transversal,90,PMO — Gobierno,378
Soporte post-GoLive y estabilización (Semana 26),Vigilancia intensiva del sistema durante la primera semana en produccion. Equipo de soporte disponible para resolver cualquier problema critico que aparezca.,Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,PRODUCCION,35,P2-M6-013,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura, QA-Calidad (desde mes 2)",R6,P2-M6-012,Media,Alto,Backend,Desarrollo,S13,Noviembre,90,Agile — Desarrollo por Sprint,379
Pruebas de estrés del editor: 50 usuarios editando simultáneamente,"Simulación de carga del ReportStudio con 50 usuarios concurrentes editando informes diferentes. Medir auto-save latency, WebSocket stability, lock contention, memory usage del browser.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,EDITOR_INFORMES,CRITICO",20,P2-M6-014,"QA-Calidad (desde mes 2), BACKEND 1 — DBA / Arq. Datos y Core",R6,P2-M5-019,Alta,Alto,QA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,380
Pruebas de exportación masiva (100 informes concurrentes),"Stress test del pipeline de exportación: generar 100 PDFs/DOCXs simultáneamente. Validar queue ordering, calidad de output, memory leaks del motor de renderizado.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,EXPORTACION",16,P2-M6-015,"QA-Calidad (desde mes 2), BACKEND 3 — Integraciones",R6,P1-M4-029,Alta,Medio,QA,Desarrollo,S13,Noviembre,100,Agile — Desarrollo por Sprint,381
"Actualizacion semanal ClickUp: estados, responsables, fechas y dependencias","Rutina semanal: revisar 287+ tareas, actualizar % avance, validar fechas Gantt, marcar bloqueos y reflejar cambios acordados en comites.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-10-01,2026-11-02,GESTION_PROYECTO,52,PAF-001,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Medio,Arquitectura,Desarrollo,S9-S12,Transversal,98.3,PMO — Gobierno,382
"Coordinacion de reuniones: convocatorias, agendas, salas y recordatorios","Gestionar calendario de dailies, sprint planning, reviews, comite ejecutivo y workshops. Enviar invites, preparar agenda y confirmar asistencia de 9 recursos + gerencia.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-11-02,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION",52,PAF-002,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Medio,Arquitectura,Desarrollo,S12-S13,Transversal,99,PMO — Gobierno,383
"Actas, action items y seguimiento de acuerdos entre sprints","Redactar actas de cada ceremonia, registrar acuerdos con responsable y fecha, enviar resumen por correo y escalar vencidos al ARQ/PMO.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION",48,PAF-003,Soporte PMO — Analista Funcional y Documentador,R1,PAF-002,Baja,Medio,Arquitectura,Desarrollo,S13,Transversal,99,PMO — Gobierno,384
"Correos de seguimiento a equipo y gerencia (avance, riesgos, bloqueos)","Elaborar y enviar boletines quincenales de avance, alertas de tareas vencidas, recordatorios de entregables y canal unico de comunicacion proyecto-mina.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-06-01,2026-06-30,"GESTION_PROYECTO,GERENCIA",40,PAF-004,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Medio,Arquitectura,Desarrollo,S1-S3,Transversal,94,PMO — Gobierno,385
"Matriz RACI, organigrama del proyecto y onboarding de nuevos recursos","Documentar roles (BE1-3, FE1-2, QA, IA, SYS, PAF, ARQ), responsables por modulo minero y guia de induccion al proyecto y ClickUp.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,DOCUMENTACION",32,PAF-005,Soporte PMO — Analista Funcional y Documentador,R1,,Media,Bajo,Arquitectura,Desarrollo,S1-S3,Transversal,94,PMO — Gobierno,386
Documentacion funcional para usuarios de mina (manuales y quick-start),"Redactar manuales funcionales no tecnicos: crear informe, sensores, mapas, alertas. Coordinar revision con FE1/FE2 y validacion con QA.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-11-26,2026-11-30,"DOCUMENTACION,EXPERIENCIA_USUARIO",43,PAF-006,"Soporte PMO — Analista Funcional y Documentador, FRONTEND 1 — Interfaces (mes 1 al 6)",R3,P1-M3-004,Media,Medio,Frontend,Desarrollo,S13,Transversal,99,PMO — Gobierno,387
Catalogo de requerimientos funcionales y trazabilidad FE-BE,Mantener matriz requerimiento-tarea-modulo minero; actualizar correspondencias frontend-backend y evidencias de cierre por sprint.,Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-09-28,2026-11-30,"DOCUMENTACION,DATOS",39,PAF-007,"Soporte PMO — Analista Funcional y Documentador, BACKEND 1 — DBA / Arq. Datos y Core, FRONTEND 1 — Interfaces (mes 1 al 6)",R2,P1-M1-005,Media,Medio,Backend,Desarrollo,S9-S13,Transversal,90,PMO — Gobierno,388
Dashboard ejecutivo de avance (extraccion ClickUp + slide gerencia),"Consolidar KPIs de avance, capacidad y riesgos desde Excel/ClickUp; preparar slide quincenal para comite ejecutivo junto al ARQ.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-07-01,2026-11-02,"GESTION_PROYECTO,GERENCIA",40,PAF-009,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R1,PAF-004,Baja,Medio,Arquitectura,Desarrollo,S3-S12,Transversal,93.5,PMO — Gobierno,389
"Kit de cierre: indice documentacion, actas finales y lecciones aprendidas","Compilar entregables documentales del proyecto, lecciones aprendidas, acta de cierre y paquete de handover para operaciones mina.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-11-30,2026-11-30,"GESTION_PROYECTO,DOCUMENTACION,PRODUCCION",32,PAF-010,"Soporte PMO — Analista Funcional y Documentador, ARQ-Arquitecto TI / PMO",R6,P2-M6-012,Media,Medio,Arquitectura,Desarrollo,S13,Transversal,99,PMO — Gobierno,390
Sprint Planning quincenal (planificación del sprint),"Cada 2 semanas: revisión del backlog, priorización de tareas, estimación de esfuerzo, asignación a recursos, definición de objetivos del sprint. ARQ lidera la sesión con todo el equipo. 2h × 13 sprints.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-08-03,2026-09-30,"GESTION_PROYECTO,DOCUMENTACION",26,PMO-001,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,,Baja,Bajo,Arquitectura,Desarrollo,S5-S9,Transversal,94.1,PMO — Gobierno,391
"Daily standups (reunión diaria de sincronización, 15 min)","Reunión diaria de 15 minutos con todo el equipo: qué hice ayer, qué haré hoy, qué me bloquea. ARQ facilita y registra impedimentos para resolución inmediata. Mantiene al equipo alineado y detecta problemas temprano.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,Normal,2026-07-01,2026-07-31,GESTION_PROYECTO,33,PMO-002,Soporte PMO — Analista Funcional y Documentador,R1,,Baja,Bajo,Arquitectura,Desarrollo,S3-S5,Transversal,93.5,PMO — Gobierno,392
Sprint Review y Retrospectiva quincenal,"Al final de cada sprint: Demo de lo construido ante stakeholders (Review, 1h) + sesión de mejora continua del equipo (Retro, 1h). ARQ presenta, QA valida calidad de los entregables demostrados.",Etapa 1 - Plataforma Reportabilidad,PMO_Seguimiento,Backlog,High,2026-08-03,2026-11-02,"GESTION_PROYECTO,DOCUMENTACION",26,PMO-003,"ARQ-Arquitecto TI / PMO, Soporte PMO — Analista Funcional y Documentador",R1,,Baja,Bajo,Arquitectura,Desarrollo,S5-S12,Transversal,94.1,PMO — Gobierno,393
