Task Name,Task Description,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia
BE1: API de clonación y duplicación de documentos,"Endpoint para duplicar un informe existente (deep clone): copia estructura JSONB, imágenes asociadas, metadatos. Usado para crear nuevo informe desde template o copiar informe anterior como base.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"DATOS,EDITOR_INFORMES",7,P1-M4-021,BACKEND 1 — DBA / Arq. Datos y Core,R4,P1-M2-008,Baja,Bajo,Backend,Desarrollo,S7-S9,Septiembre,99.3,Agile — Desarrollo por Sprint
BE1: Numeración secuencial de reportes por tenant y tipo,"Generación de números de informe secuenciales con formato configurable por tenant: INF-2026-001, RPT-MINA-A-0042. Sequence PostgreSQL por tenant + tipo de informe. Thread-safe para concurrencia.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"DATOS,EDITOR_INFORMES",7,P1-M4-022,BACKEND 1 — DBA / Arq. Datos y Core,R4,P1-M2-007,Baja,Bajo,Backend,Desarrollo,S7-S9,Septiembre,99.3,Agile — Desarrollo por Sprint
Integrar cache Redis: guardar documentos frecuentes y sesiones de usuario en memoria rapida,"Configurar el sistema para que los documentos mas consultados, las sesiones de los usuarios y los resultados de busqueda se guarden temporalmente en memoria rapida (Redis). Esto reduce la carga a la base de datos en un 60% y hace que el sistema responda mas rapido. BE2 se encarga de cifrar los datos sensibles almacenados en cache.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"DATOS,SEGURIDAD",16,P1-M4-023,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R4,P1-M2-007,Alta,Medio,Backend,Desarrollo,S7-S9,Septiembre,99.3,Agile — Desarrollo por Sprint
Proteccion contra uso excesivo del sistema: limitar peticiones por usuario,"Control que evita que un usuario o un atacante sobrecargue el sistema con demasiadas peticiones: maximo 100 consultas por minuto para lectura, 30 por minuto para escritura. Si se excede el limite, el sistema le pide esperar. Se registra todo intento de abuso.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"DATOS,SEGURIDAD",16,P1-M4-024,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R4,P1-M2-005,Media,Medio,Backend,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
BE2: Servicio de verificación de firma digital (PKI),"Microservicio de firma digital de informes: generación de firma con clave privada del usuario, verificación de integridad del documento firmado, timestamp de firma (TSA), cadena de confianza. Compatible con estándares X.509.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-09-28,2026-09-30,"SEGURIDAD,EDITOR_INFORMES,DATOS",23,P1-M4-025,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R4,P1-M2-006,Alta,Alto,Backend,Desarrollo,S9,Septiembre,96.1,Agile — Desarrollo por Sprint
BE2: AI — Generación de resumen ejecutivo automático de informes,"Servicio Python que usa LLM (LLaMa-3 local) para generar resúmenes ejecutivos de informes técnicos mineros. Input: informe JSONB completo. Output: resumen de 1 párrafo + bullet points clave. Procesamiento local, sin envío a nube.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",27,P1-M4-026,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R4,,Alta,Alto,Backend,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
Sistema de notificacion automatica a otros sistemas cuando ocurren eventos importantes,"Cuando ocurre un evento importante en la plataforma (informe aprobado, alerta de sensor critico, cambio de estado), el sistema avisa automaticamente a otros sistemas registrados. Si el aviso no llega, reintenta automaticamente. Se registra cada notificacion enviada.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"DATOS,NOTIFICACIONES",24,P1-M4-027,BACKEND 3 — Integraciones,R4,P1-M2-005,Media,Medio,Backend,Desarrollo,S7-S9,Septiembre,91.6,Agile — Desarrollo por Sprint
BE3: Motor de resolución de conflictos para sincronización offline,"Engine de conflict resolution para el modo offline: cuando el usuario reconecta, el backend compara los deltas locales con el estado del servidor. Estrategias: last-write-wins para campos simples, merge automático para texto (CRDT-like), UI de resolución manual para conflictos irreconciliables.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"DATOS,SIN_CONEXION,CRITICO",32,P1-M4-028,"BACKEND 3 — Integraciones, FRONTEND 2 — UX y Soporte (desde mes 2)",R4,P1-M2-012,Alta,Alto,Backend,Desarrollo,S7-S9,Septiembre,91.6,Agile — Desarrollo por Sprint
BE3: Pipeline de conversión de formatos (PDF rendering orchestrator),"Servicio orquestador que coordina la generación de múltiples formatos de exportación desde un informe: PDF, DOCX, PPTX. Queue de renderizado con prioridad, monitoreo de progreso, notificación al completar. Maneja concurrencia de exportaciones simultáneas.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"EXPORTACION,DATOS",24,P1-M4-029,BACKEND 3 — Integraciones,R4,P1-M3-025,Alta,Medio,Backend,Desarrollo,S7-S9,Septiembre,91.6,Agile — Desarrollo por Sprint
BE2: Auditoría de seguridad de endpoints REST (OWASP pre-check),"Revisión de seguridad pre-producción de todas las APIs: validación de input (SQL injection, XSS), headers de seguridad (CORS, CSP, HSTS), autenticación en cada endpoint, manejo seguro de errores (sin stack traces). Genera reporte de hallazgos.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"SEGURIDAD,PRUEBAS_CALIDAD,DATOS",31,P1-M4-030,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R4,P1-M2-019,Alta,Alto,Backend,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
"BE2: Implementar audit log centralizado (quién hizo qué, cuándo)","Sistema de audit logging que registra toda operación sensible: login/logout, CRUD de informes, aprobaciones, firmas, exportaciones, cambios de permisos. Almacenamiento inmutable en tabla separada. Cumplimiento normativo minero.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"SEGURIDAD,DATOS",23,P1-M4-031,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R4,P1-M2-019,Alta,Alto,Backend,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
IA: Motor de clasificación automática de informes por tipo y urgencia,"Modelo de clasificación que analiza el contenido de informes y los clasifica automáticamente por tipo (incidente, rutina, gerencial, ambiental) y nivel de urgencia (crítico, alto, normal, bajo). Usa embeddings de texto + clasificador entrenado con datos mineros.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",28,P1-M4-032,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R4,,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
IA: Extracción automática de entidades mineras de informes (NER),"Named Entity Recognition adaptado al dominio minero: extrae automáticamente nombres de zonas, equipos, minerales, concentraciones, fechas, personas mencionadas en los informes. Alimenta los tags y metadata automáticamente.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-08-24,2026-09-30,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",28,P1-M4-033,IA-ML — Modelos e Inteligencia Artificial (desde mes 2),R4,P1-M3-026,Alta,Medio,IA,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
IA: Detectar automaticamente si los trabajadores usan casco y chaleco en camaras de vigilancia,"Modelo de vision artificial que analiza las imagenes de las camaras de seguridad de la mina y detecta si los trabajadores estan usando correctamente su equipo de proteccion personal (casco, chaleco reflectante, lentes, guantes). Si detecta que alguien no lo usa, genera alerta automatica al supervisor. Entrenado con fotos reales de la mina.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,High,2026-08-24,2026-09-30,"INTELIGENCIA_ARTIFICIAL,SEGURIDAD,SENSORES",44,P1-M4-034,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), BACKEND 3 — Integraciones",R4,,Alta,Alto,IA,Desarrollo,S7-S9,Septiembre,90.0,Agile — Desarrollo por Sprint
IA: clasificacion automatica de imagenes pegadas en informe tecnico,"Auto-tag de imagenes importadas (equipo, zona, EPP, incidente) para enriquecer metadata y busqueda del informe.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",37,P2-ALC-IA1,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 3 — Integraciones, FRONTEND 1 — Interfaces (mes 1 al 6)",R5,P1-ALC-C2,Alta,Medio,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
"Infra offline-sync: cache edge, monitoreo de colas y alertas de backlog","Nginx cache para assets offline, metricas Prometheus de colas sync y alertas si backlog supera 100 operaciones pendientes.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INFRAESTRUCTURA,SIN_CONEXION",30,P2-ALC-SYS1,SYS-Infraestructura,R5,P1-ALC-A1,Media,Medio,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Disenar red del datacenter Lima y enlace con minas,"OBJETIVO: Definir como se conectan datacenter, minas y usuarios (fibra, 4G, satelite).

PARA LA MINA: Conectividad confiable desde oficina, campo y zonas remotas.

ENTREGABLE: Diagrama de red, VLANs, VPN WireGuard, plan multi-operador, DNS con failover.

VPS REQUERIDO: Produccion (oct 2026) — diseno previo puede usar staging.

EXITO: ARQ y SYS aprueban topologia antes de instalar servidores.",MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"INFRAESTRUCTURA,ARQUITECTURA,CRITICO",38,P2-M5-001,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura, BACKEND 3 — Integraciones",R5,P1-M4-011,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,96.1,Agile — Desarrollo por Sprint
Configurar red privada y segmentos en datacenter Lima,"OBJETIVO: Crear redes separadas para app, bases de datos y administracion.

PARA LA MINA: Mayor seguridad; un problema no afecta todo el sistema.

ENTREGABLE: VLANs, firewall perimetral, tablas de ruteo, reglas de acceso.

VPS REQUERIDO: Produccion (oct 2026).

DEPENDE DE: P2-M5-001.

EXITO: Trafico de sensores y web aislado de administracion.",MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"INFRAESTRUCTURA,SEGURIDAD",29,P2-M5-002,"SYS-Infraestructura, BACKEND 3 — Integraciones",R5,P2-M5-001,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Instalar servidores VPS Linux en datacenter Tier III Lima,"OBJETIVO: Poner en marcha los servidores fisicos donde correra la plataforma en produccion.

PARA LA MINA: Primer hardware productivo en Lima (<10 ms latencia local).

ENTREGABLE: 2 VPS Ubuntu 22.04, Docker, NVMe, Nginx, acceso admin seguro.

VPS REQUERIDO: SI — PRODUCCION. Contratar ~oct 2026 (semana 17).

DEPENDE DE: P2-M5-002.

EXITO: Servidores accesibles, hardening basico aplicado, listos para servicios.",MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"INFRAESTRUCTURA,CRITICO",23,P2-M5-003,SYS-Infraestructura,R5,P2-M5-002,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
"Crear estructura de usuarios, permisos y politicas de acceso al servidor","Definicion de usuarios del sistema operativo, grupos, permisos de acceso a servicios y principio de minimo privilegio en servidores VPS del datacenter.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"SEGURIDAD,INFRAESTRUCTURA",23,P2-M5-004,"SYS-Infraestructura, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R5,P2-M5-003,Media,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Instalar y configurar orquestador de contenedores (Docker Swarm / K3s),Despliegue de Docker Swarm o K3s en servidores VPS del datacenter para administrar los servicios del sistema de forma automatizada.,MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"INFRAESTRUCTURA,CRITICO",34,P2-M5-005,"SYS-Infraestructura, BACKEND 3 — Integraciones",R5,P2-M5-003,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
"Blindaje de seguridad de servidores: firewall, bloqueo de accesos no autorizados","Aplicar todas las protecciones de seguridad a los servidores: activar firewall, bloquear puertos innecesarios, proteger acceso remoto, bloquear intentos de intrucion repetidos.",MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"SEGURIDAD,INFRAESTRUCTURA,CRITICO",29,P2-M5-006,"SYS-Infraestructura, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R5,P2-M5-003,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Instalar certificados SSL dinámicos (Let's Encrypt / Wildcard),Automatización de certificados SSL con auto-renovación para todos los servicios.,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"SEGURIDAD,INFRAESTRUCTURA",14,P2-M5-007,SYS-Infraestructura,R5,P2-M5-003,Media,Medio,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
"Automatizar proceso de compilacion, pruebas y despliegue del sistema","Crear proceso automatizado que al subir codigo nuevo: verifica calidad, compila, ejecuta pruebas, revisa seguridad y despliega en servidores de prueba y luego en produccion.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INFRAESTRUCTURA,CRITICO",23,P2-M5-008,"SYS-Infraestructura, BACKEND 1 — DBA / Arq. Datos y Core",R5,P2-M5-005,Alta,Medio,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Configurar volumenes de disco dedicados para bases de datos y archivos,"Configuracion de discos NVMe dedicados en el VPS: particiones separadas para PostgreSQL, QuestDB, MinIO (archivos), logs y respaldos. Sistema de archivos XFS para alto rendimiento. Monitoreo de espacio disponible con alertas al 80% de uso.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,INFRAESTRUCTURA,12,P2-M5-009,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-003,Media,Medio,Infraestructura,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Instalar base de datos PostgreSQL con replica y alta disponibilidad,Instalacion de PostgreSQL en VPS del datacenter con replica sincrona en segundo servidor y cambio automatico si el principal falla.,MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA,CRITICO",23,P2-M5-010,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-003,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Configurar copias de seguridad continuas de la base de datos,Respaldos automaticos continuos de la base de datos que permiten recuperar informacion hasta 5 minutos antes de cualquier falla. Retencion de 30 dias de respaldos.,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA,SEGURIDAD",18,P2-M5-011,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-010,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Documentar procedimiento de recuperacion de base de datos ante fallos,Manual paso a paso para restaurar la base de datos a cualquier momento en el tiempo. Incluye pruebas periodicas para verificar que los respaldos funcionan correctamente.,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA,DOCUMENTACION",13,P2-M5-012,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura, Soporte PMO — Analista Funcional y Documentador",R5,P2-M5-011,Media,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Plan de recuperacion ante desastres (DRP): que hacer si todo falla,Plan completo para recuperar el sistema si ocurre un desastre: el sistema debe estar operativo en menos de 4 horas con perdida maxima de 5 minutos de datos. Incluye servidor secundario de respaldo.,MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"INFRAESTRUCTURA,SEGURIDAD,CRITICO",29,P2-M5-013,"SYS-Infraestructura, ARQ-Arquitecto TI / PMO",R5,P2-M5-010,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Crear procesos automaticos de limpieza y mantenimiento de la base de datos,"Tareas programadas que se ejecutan automaticamente para mantener la base de datos saludable: liberar espacio, reconstruir indices, eliminar datos temporales antiguos.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-21,2026-11-16,"DATOS,INFRAESTRUCTURA",12,P2-M5-014,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-010,Media,Bajo,Infraestructura,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Instalar sistema de monitoreo de servidores y servicios (Prometheus + Grafana),"Herramientas de vigilancia del estado de servidores, base de datos, aplicaciones y sensores. Pantallas graficas con alertas automaticas cuando algo falla.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INFRAESTRUCTURA,SENSORES",23,P2-M5-015,"BACKEND 1 — DBA / Arq. Datos y Core, SYS-Infraestructura",R5,P2-M5-005,Alta,Medio,Infraestructura,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Simulacro de falla: verificar que el sistema se recupera automaticamente,Pruebas controladas donde se apaga un servidor a proposito para verificar que el sistema cambia automaticamente al servidor de respaldo sin que los usuarios se vean afectados.,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INFRAESTRUCTURA,PRUEBAS_CALIDAD,CRITICO",22,P2-M5-016,"SYS-Infraestructura, QA-Calidad (desde mes 2)",R5,P2-M5-013,Alta,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,100.0,Agile — Desarrollo por Sprint
Optimizar velocidad de respuesta del servidor (afinamiento de rendimiento),Analizar donde el sistema tarda mas y optimizar esas partes. El objetivo es que el 99% de las operaciones respondan en menos de 100 milisegundos.,MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,PRUEBAS_CALIDAD",23,P2-M5-017,"BACKEND 1 — DBA / Arq. Datos y Core, QA-Calidad (desde mes 2)",R5,P1-M3-010,Alta,Medio,Backend,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Optimizar consultas a la base de datos para respuestas mas rapidas,"Analizar las consultas mas lentas de la base de datos, crear indices y optimizar la estructura para que las busquedas y reportes se generen en segundos.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,DATOS,14,P2-M5-018,BACKEND 1 — DBA / Arq. Datos y Core,R5,P2-M5-010,Alta,Medio,Backend,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
Milestone: Infraestructura Productiva Lista,"Validación de infraestructura completa: HA, DR, monitoreo, CI/CD, seguridad.",MES5_OCTUBRE_Optimizacion,Backlog,Urgent,2026-09-21,2026-11-16,"CRITICO,INFRAESTRUCTURA",8,P2-M5-019,"ARQ-Arquitecto TI / PMO, SYS-Infraestructura",R5,P2-M5-016,Baja,Alto,Infraestructura,Desarrollo,S9-S13,Octubre,96.1,Agile — Desarrollo por Sprint
BE2: API de reconocimiento facial biométrico (InsightFace endpoint),"Servicio para registro y verificacion de identidad facial: captura de rostro, extraccion de caracteristicas, comparacion con rostros registrados. Procesamiento con GPU local. Umbral configurable de similitud. Deteccion de intentos de fraude (fotos o videos falsos).",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SEGURIDAD",30,P2-M5-020,"BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R5,P1-M2-006,Alta,Alto,Backend,Desarrollo,S12-S13,Octubre,90.0,Agile — Desarrollo por Sprint
BE2: Detección de anomalías en streams de datos de sensores,"Motor de detección de anomalías sobre datos de telemetría en tiempo real: temperature spikes, pressure drops, vibración anormal. Algoritmos: Z-score, Isolation Forest, Moving Average. Genera alertas y triggers de notificación.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SENSORES,CRITICO",27,P2-M5-021,"BACKEND 1 — DBA / Arq. Datos y Core, BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), IA-ML — Modelos e Inteligencia Artificial (desde mes 2)",R5,P1-M2-011,Alta,Alto,Backend,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
IA: Informe predictivo de fallas y eventos criticos en equipos de la mina,"Modelo de inteligencia artificial que analiza continuamente los datos de sensores (vibracion, temperatura, presion, desgaste) y predice fallas ANTES de que ocurran: 'La bomba #3 tiene 85% de probabilidad de fallar en las proximas 48 horas'. Genera informe predictivo automatico con recomendaciones de mantenimiento preventivo. Alerta al equipo de mantenimiento con 24-72 horas de anticipacion, evitando paradas no planificadas que cuestan miles de dolares.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SENSORES",48,IA-M09,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), QA-Calidad (desde mes 2), BACKEND 3 — Integraciones",R5,P2-M5-021,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
"IA: Revision integral automatica del informe (calidad, coherencia y completitud)","La IA revisa automaticamente cada informe antes de enviarlo a aprobacion y genera una calificacion de 0 a 100 con recomendaciones: verifica que todas las secciones obligatorias esten completas, que los datos numericos sean coherentes (no se contradigan entre secciones), que la redaccion sea clara y profesional, que cumpla con la plantilla correspondiente. Ahorra tiempo de revision al supervisor.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",30,P2-M5-022,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)",R5,P1-M4-026,Alta,Medio,IA,Desarrollo,S12-S13,Octubre,90.0,Agile — Desarrollo por Sprint
"IA: Corrector integral de documentos — verificacion de datos, referencias y formulas","Herramienta de IA que revisa la integridad completa del informe: verifica que las formulas y calculos sean correctos, que las referencias cruzadas entre secciones coincidan, que las unidades de medida sean consistentes (no mezclar kg con toneladas sin conversion), que las fechas y nombres mencionados existan en el sistema. Genera reporte de errores encontrados.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES,DATOS",34,IA-M19,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R5,P2-M5-022,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
BE3: API Gateway externo con circuit breaker y rate limiting global,"Punto de acceso unico para todas las conexiones externas al sistema: control de acceso con claves de API, limitacion de peticiones por cliente, proteccion contra caidas de servicios externos (circuit breaker), registro de todas las operaciones, versionado de API (v1/v2).",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-09-21,2026-11-16,"DATOS,SEGURIDAD,INFRAESTRUCTURA",24,P2-M5-023,BACKEND 3 — Integraciones,R5,P2-M5-005,Alta,Alto,Backend,Desarrollo,S9-S13,Octubre,93.1,Agile — Desarrollo por Sprint
IA: Convertir voz a texto para que el usuario dicte informes en espanol minero,"Servicio que permite al usuario dictar informes hablando en lugar de escribir: el usuario habla al microfono del dispositivo y el texto aparece en el editor en tiempo real. Optimizado para acento latinoamericano y vocabulario tecnico minero ('concentradora', 'molienda', 'relave'). Agrega puntuacion automatica. Respuesta en menos de 1 segundo por oracion.",MES5_OCTUBRE_Optimizacion,Backlog,High,2026-11-02,2026-11-16,"INTELIGENCIA_ARTIFICIAL,EDITOR_INFORMES",30,P2-M5-024,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R5,P1-M4-026,Alta,Alto,IA,Desarrollo,S12-S13,Octubre,90.0,Agile — Desarrollo por Sprint
IA: Dashboard de analytics predictivo de operaciones mineras,"Módulo de IA que analiza tendencias históricas de telemetría y genera predicciones: mantenimiento predictivo de equipos, estimación de producción, detección temprana de riesgos geotécnicos. Visualización con gráficos en el dashboard.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-09-21,2026-11-16,"INTELIGENCIA_ARTIFICIAL,SENSORES,MAPAS",28,P2-M5-025,"IA-ML — Modelos e Inteligencia Artificial (desde mes 2), FRONTEND 1 — Interfaces (mes 1 al 6)",R5,P2-M5-021,Alta,Alto,IA,Desarrollo,S9-S13,Octubre,90.0,Agile — Desarrollo por Sprint
"Pruebas de estrés: 10,000 sensores simultáneos",Simulación de carga máxima con 10K conexiones concurrentes de sensores IoT.,MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"PRUEBAS_CALIDAD,SENSORES,CRITICO",33,P2-M6-001,"QA-Calidad (desde mes 2), SYS-Infraestructura, BACKEND 1 — DBA / Arq. Datos y Core",R6,P2-M5-019,Alta,Alto,QA,Desarrollo,S13,Noviembre,99.9,Agile — Desarrollo por Sprint
Pruebas de seguridad y penetración,"Pruebas profesionales de seguridad para intentar vulnerar el sistema: inyeccion de codigo, suplantacion de identidad, escalacion de permisos. Se verifica que el sistema resista todos los ataques conocidos.",MES6_NOVIEMBRE_GoLive,Backlog,Urgent,2026-11-30,2026-11-30,"SEGURIDAD,PRUEBAS_CALIDAD,CRITICO",31,P2-M6-002,"BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP), QA-Calidad (desde mes 2)",R6,P2-M5-006,Alta,Alto,QA,Desarrollo,S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Simulacros de fallo y recuperación (DR drill),"Prueba real del plan de recuperacion ante desastres: se corta el servicio principal, se activa el servidor de respaldo, se verifica que todos los datos esten intactos.",MES6_NOVIEMBRE_GoLive,Backlog,High,2026-11-30,2026-11-30,"INFRAESTRUCTURA,PRUEBAS_CALIDAD,CRITICO",22,P2-M6-003,"SYS-Infraestructura, QA-Calidad (desde mes 2)",R6,P2-M5-013,Alta,Alto,QA,Desarrollo,S13,Noviembre,100.0,Agile — Desarrollo por Sprint
